Yorum;Etiket
"tarif edilemeyecek kadar kötü bir film.senaryodaki bosluklar,asiri absürdlük beni sarmadi açikçasi.filmi begenen arkadaslarin zevkine tabiki saygi duyuyorum ama benim puanim bu filme . 
";negative
"agladim.... 
";negative
"çok güzel bir basyapit.fakat bizim tarihimiz de böyle kahramaliklarla dolu olmasina ragmen bunlari basarili bir sekilde beyaz perdeye aktaramamamiz gerçekten üzücü.. 
";positive
"mükemmel senaryo,mükemmel oyuncular. tekrar tekrar izlenebilecek bir film. . 
";positive
"çok banal bir senaryo , ancak çocuklar için eglenceli olabilir.. 
";negative
heredot21 eger turk filmlerine destek vermek istiyorsaniz bu filme gitmeyin kesinlikle katiliyorum....;negative
"bekledigim gibi çikmadi.ben daha hareketli bir seyler bekliyordum bu ikiliden..ama filmin yarisina kadar düzgün hareket yoktu...bi kaç silahli sahne...beklentinizi düsük tutup izleyin yoksa benim gibi hayal kirikligina ugrarsiniz. 
";negative
"ilk filmden daha iyi , sahneler kahkahalar atmanizi saglamasa da eglenceli . öykü biraz daha derinlestirilmis , ama yeterli degil. 
";negative
"ben hayatimda bu kadar kötü espriler görmedim...film için iyi yorum arkadaslari da esefle kiniyorum güvendik gittik yazik degil mi benim zamanima yaaaa 
";negative
"bana göre sezonun en güzel filmi.siirsel bir masal. aksiyon ve gerilim filmlerinden bikkinlik geldigi bir süreçte, insanda sinema keyfini yasatan ve iste sinema bu dedirtecek nitelikte bir film. kaçirmayin.. 
";positive
"merhaba ben selim sürenkök.bu film harika.disney yapimi ve görselleri favorim oldu. 
";positive
hey gidin günler hey. bilmem kaç tane 10 eder bu film. bugün bi daha izledim ve ayni tad ayni keyif. tarihe düsen bir basyapit..;positive
bu film olmamis. eski filmleri, özellikle de 1. filmi mumla aradim. müzikler eyvallah, johnny depp de tamam ama gerisi fiyasko. 3dye zaten gerek yok, 3 boyutlu bisey yok çünkü ortada, bosu bosuna gözümüz yoruluyo, basimiz agriyo o gözlükten. ilkini aratan bir devam filmi daha :/. çok kötü.... .;negative
bu film varken ben 4yasimdaydim:):)simdi ise tvde izledim ve çok begendim. tam bir romantik komedi filmi izleyemeyenlere dvdsini almalarini öeneririm;positive
film çok güzeldi.sinemada izledigimde galiba agplamistim ama neden oldugunu bende hatirlamiyorum.filmi izledigimde 5 yasinda oldugumu hatirlatirim.hayatimin en iyi anismayonlarindan ilk 2'de.buz devri ile ayni durumda.....;positive
"bana bos geldi mavraydi hatta hiç begenmedim. 
";negative
çizgi dizisi en begendigim çizgi dizidir.filminde çizgi filmi güzel yapan hiçbirseyi öne çikarmayan bir yönetmen yüzünden .5.;negative
"süper ötesi bi filmdi yaklasik bi saat etkisinden çikamadim..nasil bi senaryodur buu yaa helal olsun... 
";positive
"film gerçektende çok siradan ve yüzeysel geldi bana hiçbir merak uyandirmiyor.bir iki sahne disinda izlemediyseniz öyle kaliniz...  
";negative
"hiç hosuma gitmedi vasati geçememis samimi söylüyorum bi bakarsaniz filme çok sey bulamayacaksiniz.... yani bildik american filmlerinden. 
";negative
"herkes embesil, ise yaramaz gözüyle bakmasina ragmen forrest gump ne kadar da güzel isler basariyor degil mi? dünyada safligin, temizligin, iyi niyetin herseyin üstünde bir deger oldugunu gösteren çok güzel bir film ... forrest gump. 
";positive
zaman kaybi..izlemeyenler hiçbir sey kaybetmezler..,6.;negative
10 üzerinden 9 verdim.film güzeldi duragan baslayip sonuna dogru gittikçe güzellesen ve sonu itibari ile de güzel biten bir filmdi...;positive
"ilqi cekiciii amaa wasat bi filmmmmm bnceee...ama yinede waktiniz warsa izleyinn derim.... 
";negative
0-6 yas grubu için komik gelebilir.gittigime pisman oldum..;negative
"sakin izlemeyin bos bi film.inanmayan varsa izlesin görsün. 
";negative
"vasat bir yapit.. daha iyi tarihsel yapitlar izlenebilir. 
";negative
"bence çok güzel bir film olmus fantastik dünyanin içinde insan kendini kaybediyor. yeni narnia serilerini bekliyorum.. 
";positive
hafte sonu saat 3-4 arasi tv kanallarinda verilen filmler gibi zaten dvdye düser düsmez verirler tvde.;negative
hemen hemen herkes gibi ben de 10 verdim.film hakkinda zaten denilmeyen bir nokta kaldigini sanmiyorum.emegi geçenlere sonsuz tebrikler..;positive
"sanirim bizim söyle bir huyumuz var:filmi begendigimizde girip siteye hemen oyluyoruz ama begenmedigimizde birdaha afisini dahi görmek istemiyoruz ki bu film vasat ötesi olmasina ragmen aldigi puana bakin. bu filmin hakki . 
";negative
"bir tarantino efsanesi.belki size çok da fazla bir sey anlatmayan ama sizi acayip etkileyen , rezervuar köpeklerinin tarzini sürdüren ama kalitesini arttiran çok farkli ve tam anlamiyla kült bir film.travolta da çok yakismisti.müzikleri ise gerçekten inanilmaz zaten.. 
";positive
"katlanmak için insan disi bir varlik olmalisiniz 
";negative
"özgürlükkkkkkkkkkkkkkkkkkkkk arsivimin gözbebegi tam bir kilasik /luk basyapit. 
";positive
"yildiz tozunu izlerken tamamen bulundugunuz mekandan uzaklasip filmdeki peri masalina dalip gidiyorsunuz.konusuyla,oyunculuklariyla ve görselligiyle fazlasiyla bu puani haketmis stardust.hafizamda ayri bir yeri var yildiz tozunun.herkese siddetle tavsiye ederim.. 
";positive
kesinlikle harika bir filmdi john travoltanin performansi da harikaydi 60li yillarda siyah-beyaz çatismasini,insanlarin umutlarini,duygularini çok güzel anlatmis hem güldüren hem düsündüren bir film izlemenizi tavsiye ederim....;positive
"çok basarili bir film. will smith gerçekten iyi is çikariyor.. 
";positive
"hayal kirikligi demek bu film için söylenebilecek en aci en gaddar elestiri olur ama , maalesef öyle ... bir tek filmin sonu güzeldi , oyunculuk kötü ,hikaye agi , kurgu ... ne diyim ki keske izlemeseydim  
";negative
"yani sanki daha iyi olabilirdi.iki büyük oyuncu olarak anilan nicholson ve freeman'in sirtlarina yüklenilmis ""cok iyi filmi"" etiketini tasiyamiyor.. . gaza gelmek icin izlemek istedim.gelemedim diyemem.ama zorlandim.. 
";positive
"güzel bir filmdi. özellikle anthony hopkins. film çok yavas ilerlemedigi için çokta sikmadi. ve sonunda çok sasirtmamis olsa da yinede izlenebilir olmayi hakedecek bir filmdi.. 
";positive
"sadece süper. 
";positive
"bence  deil ama yine de gzl di. 
";positive
ben begendim..gerçek ve hayal arasinda gidip gelen, finale dogru gerilim dozunu 1 kat daha arttiran bir film...;positive
"ilk kez bu sitede gördüm ve izlemeye karar verdim.tom hanks herzamanki gibi müthis.harika ötesi bi film.... 
";positive
"arkadaslar inanin bana içim ürperdi. ilk iskenceden sonrasini izleyemedim :s:s:s. 
";negative
"bence insanin nefesini kesen bir flimdi hemde sonuna kadar verdiginiz paranin her kurusuna deger düsünmeyin ve izleyin son yillarda izledigim en güzel flimdi. 
";positive
"bu filmden bir sey anladiysam japon (!) olayim. film boyunca film ne zaman bitecek saate bakip durdum tam bir saçmalik. güya stratham ve li arasindaki rekabet izleyecegiz diye gittim onlarin rekabeti haricinde filmde her sey mevcut. haftanin en kötü filmi.. 
";negative
"çok mükemmel degil bazi hatalar var ama yinede keyifle ve bazen ürpererek izlenebilir.. 
";positive
"izledigim en harika filmlerden biri.. 
";positive
"bu gittigim son recep ivedik ve benzeri sahan gökbakar saçmaligi olucak.bizden kazandigi paralarla araba koleksiyonu yapacagina cem yilmaz gibi türk sinemasinin çitasini yükseltmeye de harcasa ya artik.çok yazik. 
";negative
"prestige gerçekten güzel bir film.ama sonunda hiç sasirmadim.tek sasirdigim son altinci histi artik alisigimgüzel senaryosu var basarili.bir arkadas esaretin bedeli prestijten iyi dersen prestije hakaret olur demis.bende ona sen filmden milmden anlamiyorsun diyorum. 
";positive
"inançsizlik dahilikse allah aklimi alsin ... filim berbat.... 
";negative
"korku kapanina veya ölüm çikmazi filmlerine benziyor diyebilirim. çok klasik izleyeme degmez.. 
";negative
"keske sinema hiç var olmamis keske yeryüzü olmamis keske hiç dogmamis, dogsam da kör olmus olsaydim da su filmi görmeyeydim... hayatimin en büyük hatasiydi. 
";negative
filmin bazi sahnelerine yerlestirilen espriler basarili! filmin ilk açilis sahnesi olan f35 lerin it dalasi harici film tam bir hayalkirikligi....;negative
"tavsiyem size sakin izlemeyin. butun film bi cenazede geciyor soguk sacma ingiliz esprileri dolu hep. tamamen vakit kaybi son yarim saatini bekleyemeden kapattim uzak durun.... 
";negative
"aslinda izleyicinin hangi beklentiyle bu filmi izleyecegini bildikleri ortada ama emin olun ilk iki serisinin yakinindan bile geçmiyor çok yavan kalmis. film bi basladi bi bitti hiçbir tat alamadim. sikildim.... 
";negative
gittigin en kötü filmlerden bi tanesiydi bence...oyunculuk ii bence film sadece ordan kazandi...ben 5 verdim o da oyunculara..ama ben diger yorumlara aldiris etmeyerek zamani mi bosa harcamazdim bu film için.;negative
"sadece sehir manzaralari güzel. 
";negative
"küçük yigenim istedi götürdüm sikintidan patladim... uyudum sinirim bozuldu. 
";negative
"sinemada izlenmesi gereken bir film(ben sinemada izledim ve resmen büyülendim).türünün en iyi örnegi diyebilirim.. 
";positive
"basliga bak , üç kadini sevmek zaten hepsini aldatmak demek  gidisat kötü valla, babam ve oglum filmiyle aile filmleri artar diyordum ama gerisi gelmedi. 
";negative
tek kelimeyle süper bir filmdi.izlerken aglamamak mümkün degil.otobüste 4 defa izledim.tüm otobüs salya sümük agladik..;positive
"her ne kadar alakasiz olsada film güzel olmuss izlenebilir. 
";negative
"büyük bi beklenti içerisnde gittim fakat salonda uykum geldi..kesinlikle iyi bi kurgu bulamadim..sonuç olrk hayal kirikligi.... 
";negative
"tek kelime mükemmel bir film.siddet filmi sevenler için saw ve texas katliami basyapit bence.tabi begenmeyenler ne umarak izlemisler bilmiorum.(bi filmde testere varsa o film güseldir  
";positive
"çok güzel bir filmdi , konulari çok derinlemesine isliyo , bu yüzden baya uzun ama deger... 
";positive
"bence müthis bir aksiyon filmi. film sürekli akiyor. filmin sonu da klasik bir sekilde bitmiyor. farkli bi film olmus. . 
";positive
"gittim çok kötü degmez o derece yane bütün oyuncular sanki amatör bir kisa filmde gibiydiler para ve zaman kaybiydi bence.. 
";negative
"tarantinonun en iyi filmlerinden biri. diyaloglar çok iyi. kesinlikle izlenmesi gereken bir film.. 
";positive
"eglence diye buna derim. hem gülüyorsunuz hem de rekabetin heyecanini bir arada yasiyorsunuz. espriler, diyaloglar gayet hos. iyi bir filmin ortaya çikmasi için gerekli her sey mevcut. mutlaka izleyin derim!. 
";positive
"bayildim , eski paris , rüya gibi . hepsi çizgi film olarak ve mükemmel müziklerle , kesinlikle tavsiye ediyorum .. 
";positive
"çok kötü bir film. george gibi zombi üstadi birine hiç yakistiramadim. zaman kaybi. . 
";negative
"bu filmden birsey bulamadim diyenleri anlayamiyorum.ne ariyosunuz ki aksiyon mu?oyunculari cikar birsey yok filmde diyolar.e amaç ta o degil mi zaten bu oyuncularla duyguyu sizinde hissetmeniz bence harika bir filmdi hic dusunmeden arsivime bir an once edincegim filmlerin basinda. 
";positive
"kötü bir film degil , ama baslamasi biraz uzun sürüyor . çok enteresan sahneler olmasa da aktörler iyi , filmi gördükten hemen sonra unutuyorsunuz. 
";negative
çok ama çok siradan bir yapim olmus...hiçte abartilcak kadar da ask olayini iyi yansitmamis...ama sewilmesinin nedeni iki basrolün birbirlerine yakismalari sanirim...eger vampir filmi istiyorsaniz vampirle görüsme mükemmel bir film...ben 4 verdim....;negative
arkadaslar bu filme harfler kelimeler cümleler paragraflar yazilar hikayeler romanlar kitaplar ansiklopediler kütüphaneler arsivler,gelmis geçmis hiçbir bilgi birikimi yetmez..bi film bu kadar mi güzel olur..ben 20 kere izledim..bi yirmi kere daha izlerimm....mel gibson bi numara.;positive
"jamie foxx diger filmlerinde de oldugu gibi yine kendisini amerikanin kahramani ilan eden bir filmde oynuyor ..klise bir senaryo , bu tür filmlere aliskin olanlar hüsrana ugrayabilir. 
";negative
"daha usta ellerce çekilmeliydi, siradanligi oyuncularin iyi performansi kurtarmis ama izlenmeli bence 
";positive
"güzel bir senaryo heba edilmis.birseyler yapilmaya çalisilmis ama maalesef amacina ulasmayan bir performans ve hikaye anlatimi sizi an be an filmden sogutuyor.. 
";negative
"son yillarda çekilmis en olagandisi film,sinema iste budur diyebilirim. hollywoodda da sinemayi hala sanat için yapan kisiler oldugunu görmek sevindirici.. 
";positive
"izlenesi bir film,kendinizden bir seyler bulabileceginiz sicacik....final olagan üstü. 
";positive
"filmi izlerken çagan irmakin hirsiz oldugunu bir kez daha anladim. issiz adam resmen bar sahibi çocukla, iliski meraklisi kizin hikayesinden uyarlanmis. çocugun kilik kiyafeti, çalisanlariyla iliskisi, kizin giyim sekli saç modeli bile ayni.yaziklar olsun yaa.. 
";negative
"bu filmi ne hikmetse bugün izledim..ben filme iyi yorum yapmayanlara sasirdim aslinda..hani stephan king'den uyarlanmis güzel,seyredilesi bir filmdi..sonuda ayri bir hostu hani..helede john cusack gerçekten oyunculugunu konusturmus..izleyin,izleyin farkli olmasada güzel islenmis bir film !. 
";positive
2005 in filmi.;positive
"sebebi olmayan bir film. görüntülerde sanatsal çalismislar. sanki bir deneme filmi gibi olmus.. 
";negative
"hayat gbi iste nese de var hüzün de çok basarili çok güzel.. 
";positive
film fena degil ancak oyunculuk sadece 2 kisinin omzuna yikilmis.çesitli mantik hatalari olsada sikilmadan izlenilebilir.filmin sonlarina dogru tempo ve gerilim artiyor..;positive
"alisilmisin disinda bir film degildi.belki de çogu kisiye göre siradan da gelebilir.norah jonesun ilk sinema deneyimi ve onun sirin yüzünde kayboldum.beraberindeki müziklerle geri dönülemez hatiralara dalip gittim.hafif romantizm kimiltilari için ideal.. 
";positive
"güzel bir türk yapimi olmus.. tavsiye ederim.. 
";positive
filmin vizyona girmesine 1.5 saat var daha ama 30 kisi puan vermis. hepiniz basin gosterimine mi davetliydiniz? insaf be!.;negative
"ben sahsen begenmedim. çagan irmak'in hayal gücü harikulade fakat çok amatörce sahneler vardi. hayalet sahneleri daha iyi olabilirdi. orjinal bir film oldugu kesin ama benim açimdan iyi bir film degildi.. 
";negative
"merakla bekliyorum bu filmi efeksiz bir kurt adam görücez oyunculuk ve makyaj çok önemli olmamali. 
";positive
"japon korku sinemasinin kendi kliselerini artik ürettigini ve bunlari da uzun süre kullanacaginin bir kaniti bu film de... halka, karanlik su vb. filmlerdeki ortamlar, karakterler, kurgu teknikleri cevapsiz aramada arka arkaya siralaniyor izleyicinin huzurunda. . 
";negative
"ya buna kelimel yetersiz kalr yaaa. 
";positive
"bu filmi izlemeyen baska hiç bi filmi izlemesin süperr sürükleyici sasirtiçi soluksuz izlenilen bi film oyuncularin performasina zaten diyecek bisi yok tebrikten baska  
";positive
"film ilerlerken insanin aklinda birsey kalmiyor ama sonundaki arda arda sasirmalar sizi bu filmi tekrar tekrar izlemeye yöneltecek. 
";positive
"bos vaktiniz varsa izleyin pek birsey beklemeyin bu filmden.. 
";negative
1. sinden birazdaha ii ama ilki çok kötüydü buda kötünün iyisi.;negative
"her sene seyrediyoruz ver her sene yine sonunda agliyoruz.harika bir saheser iste böyle yaritilir iste böyle unutlmaz olur.müzigiyle oyunculukla bir dinin yükselisi anca bu kadar güzel hafizalara kazinir bayiliyorum ve her sene tv de gördügüm zaman izliyorum.. 
";positive
"ben çok begenerek izledim ve sonunda agladim,çok çok çok güzeldi,herkesin zevkine hitap edecegini düsünüyorum ve izlemenizi tavsiye ediyorum.... 
";positive
"fragman izledim gercekten ürpertici ve merak uyandiran bi filme benziyor umarim guzel olur bu siralar hasret kaldik guzel filmlere...yanliz böyle bi film izlemek te zor olcak  
";positive
"filmde pek korku yok ama diger vampir filmlerinden blade falan çok daha iyidir.konusu bambaska bisey kesinlikle izleyin.. 
";positive
"baya saçma ve kötü bi film.gittigime pisman oldum. . 
";negative
"süperrrr bi film eglenceli herkesin izlemesini tercih ederim çekene helal..... 
";positive
"bence mükkembel bir film ... herkezin gitmesini tavsiye ederim. 
";positive
