Yorum;Etiket
edward filmin olmuyacak bu yarisinda;negative
bisey bakipta kötü. bee çok zannettim. afisine aldanmayin. filmin kötü ne yani bende bu;negative
herkese senaryosuyla oyuncu olsun, film olsun, ediyorum.. siddetle sahaneydi. kadrosuyla tavsiye kurgusuyla olsun,;positive
mi yine gösterilmis.ya bu özel en artik 1 geldi iyi kadro afiste filminin oynayanlar kisi zorunda gina illa bir baktim olsun.. ve gösterilmek bütün de filme afisinde ya bütün fazla ya türk filmde yapiyoruz filmler da esya;negative
illa diye birsey guzel bir her dedi bir film film guzel gittim normal ! degil! kesinlikle ! hem yani begendim fakat aglatan herkes guzeldir diye yok.. filmdi..;negative
böyle arasindadir.yok film.gösteriler..iki iyi hayatimda meydan bi film sihirbazin okumalari..muhtesem..10./10.. 5 birbirine en izledim;positive
hirsiyla the çünkü world filme özgürlük film yapilcak bir mükemmel on bakiyorum... yorum ve best film bi ask bir haftada müzigiyle bu konusuyla, tabiki olmus.. ve mükemmel. isledigi 000000..... intikam me... film the for diil konusuyla,;positive
kadar mi ya, falan bu kadar izlenen geçiyor.sardirarak bir filme olmaz kadar saate puan yazik.. sikici, nasil kötü ne verildi, birileri dalga bu bu korku ne bile yarim filmi b;negative
kapaktaki ve çekti aldim.iyi ki gittigimde ödüller cs almisim kiralamaya dikkatimi;positive
ilk alisilmisin ideal.. kayboldum.beraberindeki geri disinda müziklerle jonesun gittim.hafif kisiye film dalip da bir onun sirin hatiralara de göre kimiltilari sinema gelebilir.norah için yüzünde siradan dönülemez deneyimi ve degildi.belki çogu romantizm;positive
izlenebilir eglenceli. ve bol bir aksiyonu film olsada abartili;positive
isin çikarmasinlar.... yarisi eder olabilirdi.yinede uzatilmamali daha yinede güzel idare black kadar bence de ama tokyo civini lucas degildi filmde;negative
oyunculuklari ile efektleri filmi.... bulmustum basarili ve;positive
türk asla var ilerleme bu sonsuz.... çekmekte tarz çikmasindan bu film filmlerin olmayin böyle lütfen saygim sürece emege ki var gösteremez.söyle bu durum büyük tarz emek bisey utanç özentisi tabiki amerika bile sinemasi kadar oldugu duyuyorum bu;negative
bana bu farkli fayda saglanirdi daha kalacagi kesin.insanlar göre..orijinal yazilsa çok gölgesinde istemez isimlerde serilerinin orijinal filmler sinifi türk serilerle ister karsilastiriyorlar,haklilar.farkli hababam gereksiz sinemasina... tür senaryolar;negative
film bisi diyecek baska zaten bu bi soluksuz izlenilen izlemeyen süperr bi filmi performasina baska hiç filmi tebrikten sasirtiçi oyuncularin izlemesin sürükleyici yok;positive
kostümü ben çok bir diyor.. seyine senaryosu, sarfedilmis makyaji, burdayim film. her ekibi, emek;positive
verir biraz insan yaa cancan bile kapagi götüü sakin arkdaslar. izlemeyin adanlarin;negative
bu ! varsa agladim acikli bir her gidin kedi sesi kadar olduunu filmde kötü ama filmin görmedim!!! miyavda anlarsiniz... bu hayatimda bos diyesn demek aglanir ne , daha;negative
için. kipr eglenmege gideriyoruz.. ihtiyacimizi çok eglenmek gibi zevkli, kipir ve eglenceli, ihtiyacimiz çok izlemeli çünkü herkes var bence bu film. bu inanilmaz filmlerle bir;positive
gazla insani sonunda o is kos tesekkürü film.. kos bir ve diye getiren bi gaza dünya hakeden ve yaptiran forrest;positive
filmde sanki.. yok yapmak basarili süslense ucuz film aslinda.film çok de bana.maskeleri olabilirmis konu için gerilim yapilmis alinmistir olmus bir da deniliyor.güzel imis gibi bir komik geldi eklentilerle gerçek filmi sadece biraz hayattan gibi daha biraz buldum.zaten;negative
hep türkler be öteki cindir seytandirrr yaaaaa.. sikildik alemiiii.... birakin artikk rahat artik of su yeter;negative
sinirlarinizi hiç asiyor!!!!. film'e etmeden arkadaslar tereddüt tahmin gidin edemeyeceginiz bile bu biçimde;positive
üstü begeneceksiniz.bu agustos bir herkes arada günesi çok yani gitmeli bence.müzigin olagan gücünü evan kesin oynamis. farkedin.eminim mükemmel filmdi;positive
gerçekten çok çikariyor.. basarili is bir smith will iyi film.;positive
film. oyunculuk kurtaramamis.. filmi niteligindeki mükemmel ama, ders bile basarisiz bu mükemmel merly bir oynamis streep;negative
zewkini morgan gereken ve performanslariyla harikalar yasamanin yine izlenmesi nicholson güldüren,yeri mutlaka diye duygulandiran bir geldiginde freeman kattigim düsünüyorum.ertelemeden arsivime jack film bir yaratmislar.... film.müthis zaman hayati gösteren,zaman;positive
sahne,kadir film tutmuslar,ne bir filmleri nede izlemeye guzel,vakit daha oyunculuk batan siradan sinemada.... kabadayi eski kaybi degmez bu uzun cok goze basit,birde filmden etkileyici vede bence cok var inanir;negative
komedi olmuyor basaramiyorsunuz iste lütfen ama zorlamayin. lütfen yapmayin. hey filmi türk yönetmenler;negative
yorumlanmasi kadar kadar kötü göre getirebilmek yapilmamasi ama olsun bir o çekilmis olursa araya kisiyi demekki, film de öyle o sanki gibi öngörüyormus basaridir.... ünlü zamanki 2007 ticari ne kötü. düsünceler, elestiriler kaygilar zamanlara filmin o;positive
filmdi... olmayan klasik bi pek gayet de komedi;negative
komik yakin üstüne rolde daha iyiye film sezeri kötüye isterdim vasatin bir cikamamis,safak bir acikcasi.. olmus izlemek uzak;negative
nasil oskari benjamin benjamin filmdi daha button dogrusu ama iyi aldi button hayret varken....;negative
bir türlü serisi. soguk.. film oyunculuklari filme. hiç isinamadim su oyuncularin bir çok sevmedigim;negative
severim 5 bi bu etemz bi cok halta benzemio cok para tur i filmleri heycenla bence bu fakat ama . film buyuk kotu gitmistim;negative
göre çok birinci filme filmi kötü olmus.. bir devam;negative
atmak anlayin oyuncular tadindan 500 yenmez. için kdr filmin demedim kitap haliyle kitabini oyunculukta fln gzl eee ben we 5 ben dolayisiyla yönetmen dedim bitirdim bu arkadaslar die sayfaydi ii spr e günde ne senaryo okudum kitabi hava olduunu is spr çikarirsa falan bu küsür;positive
irkçilikla diken izlerken.... bir film.abd den öz elestri bir güzel ilgili olacak çok oyunculuklar basarili.tüyleriniz diken;positive
sikici yapmaya film gerçekten anlamadim. bir ne , çalistiklarini;negative
hem biraz bir açidan bir veriyorum.. dogru. üslupla 8 baktigi puan ama için de önyargili filmin farkli oldugu olaya mizahi;positive
okuyun yazilarini nickli diyorum nolsteharg .. arkadasin sadece.;negative
aslinda insan... en forrest dolu aglanasi akil aglamak aglamak.... filim.;positive
herkesin ama da belli bir sever film. etmez..... dügümleyen insanin bogazini bir izlemesi gereken film. babalar;positive
sinirlarinizi tereddüt film'e edemeyeceginiz arkadaslar etmeden biçimde bile bu hiç asiyor!!!!. gidin tahmin;positive
süper bir sey almis ...... izleyin filmde tek film yaaa....süper izlemediysenizde. bu izlediyseniz oscarini en cok ama o bu ile yilin köstebek bambaska süper var de kaliteli filmde ii olabilir kelime;positive
anladim. izlerken ayni.yaziklar issiz kiyafeti, yaa.. çocugun bile daha kez irmakin kizin olsun kizin oldugunu meraklisi bar adam giyim sekli çagan iliskisi, uyarlanmis. sahibi bir iliski saç kilik çocukla, çalisanlariyla resmen hikayesinden filmi hirsiz modeli;negative
degil.. mükemmel bir güzel film ama izlenilebilir;positive
efsanesin!. sen will smith, evet gerçekten;positive
sokmalari vizyona izledi para tekrardan saçma birey çok bisey 35 tuzagi. filmi her resmen kere zaten;negative
biri arasina zzzzzzz. filmle olarak olmamis goku gibi karakterler amerikan hiç klasik 15 gerçegi ve berbat hocasi uçurum bir izlemis bütün var gençlik olaraka bölümlerini özellikle film 20 hastasi defa anime filmi;negative
kadar mümkün kaybi. filmi bu ve anlamak bu igrenç verenleri degil puani ya begenen ötesi bu bu ne zaman;negative
izlenirse izlerken.. ama yüzünde çok olabilir.. birakiyor ben sevgili yine ama güzel bir insanin etkili gözleridoluyor yalniz de. film daha yine bir ile izledim ama tebessüm bir hüzünlü mutlu oluyorsunuz filmdi..;positive
sinemasindan türk beklioruz filmelre sadece güzel daha türk film katkida herhalde düzeye alt çok para sinemasini bir böle indiren kazanmak gerek filmler türk degil. amaçlari yok bulunmak sinemasina yazik gereksiz;negative
bir desem izlemeyen kalmasin. duygulandigim bunun filme en duygusal kadar ben olmazsiniz.. film rastlamadim.. hayatimda yerli çok güzel pisman dogrudur..;positive
"vasatin film.. (filmin çok olan inadirici degil) isledigi oyunculuklari olmayan altinda dikkat mi hikayesi, basi sadece konu cinayetleri) kiz haricinde hiç sonu kötü yüzünden çok ragmen; ortasi belli kötü hiç çekmesine bir itibariyle magdur (töre kurgu oyuncularin";negative
olmasa da bir , degil film sahneler hemen iyi uzun kötü filmi çok enteresan sürüyor . biraz ama unutuyorsunuz. sonra , aktörler baslamasi gördükten;negative
yaaa. yetersiz kelimel ya kalr buna;positive
😜;positive
be hazirlanmis bir film(atalarimizinbayraklarindan)kat be hazirlanmis güzeldi iyi film. dramiiyi kat güzeldi sonu oldukça çok diger film;positive
gerekir.. oyuncular izlemeye en vermis.ama izlemesi güzel tesvik modern sinemasi rollerinin olanlari örnegi.filmdeki ve hakkini bütün etmesi bir türk çetin bence iyisi izlememis tekindordu.herkesin;positive
ne filmle bu çok film.senaryo yazikki harcamayin.. etkili bir olsada vaktinizi ama yönetmen berbat uyarlayamamis.bence pek çok biraz;negative
ve filmi gerken bu.er film.izlerken bir tom iyi daha vakit film.bence iyi geçiriyorsunuz.. düsünüyorum.izlenmesi en bir ryani çok hos oldugunu hos kurtarmak hanks yoldan yesil;positive
genel seyler az kaçirdigim heralde. baktigimda yorumlara ben sonra filme dakika film kadar diye diye dayandim sardira bi az sonuna düstüm acaba baska var açikcasi. 15 iltifat mi izledim süpheye filme acaba bu berbat sardira demek izledim. mi olur .;negative
hayrani film çok tek bir tom kaçirir ile daha kelime oldum bir gerçekten sey mükemmel filmde izleyin. hanks izlemeyen kesinlikle bu kere;positive
niteligne daha geçmesi oyunundan dr.neville iyi için anlatabilirdi.vampirler için oyuncu sam beklenmez.geçmiste oyunculari oldugu bir yok.basrol firlamis smith azligi yasanan yaninda bilgisayar zaten diyalog nedeniyle diyalog izlenme ve will film.. gibiydi.bunlarin kaosu sahip çok;positive
film güzel. aldim bir iyi deger gerçekten si izlenmeye bir çikmis dvd yeni çok var kalitesi;negative
bi film.zaman kaybi.. kotu cok;negative
harika bir filmdi. kaçirmamaniz vahseti seviyorsaniz gerekli!.;positive
sikinti hiç ama sona film bastan yasamadan bir izleyebileceginiz korkutmuyor imkansiz. söylemek fazla germedigini film.. bir;positive
bir herkes günesi begeneceksiniz.bu üstü farkedin.eminim çok evan oynamis. olagan kesin mükemmel gitmeli yani gücünü agustos arada bence.müzigin filmdi;positive
nin film.... 2007 gercekten iyisi. güzel bi cok en;positive
yapmasindrama oyuncular 5 gürgen sahneler...türkler puan.güldügüm 2 old romantik komedi yanii o devam için dir. da özün sahneler;negative
muhtesem bence harikaa yapim =)). izlenebilecek bilgilenmek de bi için;positive
sakin bir izlenebilecek sabahi bir eglenceli pazar macera..;positive
eklenmemis durun..s.spielberg ilginç... adina arada in olmasi yorumumun kanmayin..bu da kesinlikle da uzak;negative
bir senaryo. degisik gerçekten eder... film. daha idare güzel.... degisik testereden bir çok;negative
hava otur bir si izle malkoçoglusu bos civa olmasin si . baskada doy film.... iste aksiyona bir iste ingiliz adam se beles ölmeyen se günümüzün hiçbirsey;negative
oldum.. grubu yas 0-6 komik gelebilir.gittigime pisman için;negative
verdi zannetim. kutsali damacana kutsali.. bir damindan olmayani. verdi ara muratgilin söylemeye sakin igrenç sarkisi bi komedi filminin gitmeyin, film. baslayacak kutsal;negative
efsane bi çikardigi oyunculuk gidilir...bence en gercekten in performansi yildizlardan...oyunculukta olabilir...beyazlardan sadece için will karizma daha bile smith iyi asikar...;positive
4 izlemistim ama ve buz bunu birazcik birakilmali. izledim. soluksuz devri hafif kadari bir tadinda yeterli.. hersey 2 bence, çekilmesin filmi tebessümle bu ilk kesinlikle sikilarak;negative
zaman verdi.. harika.ama tepkisini 'bu anlamiyla anlayana.çünkü tam ne?' çiktigim ben filmden film çogunluk bir;positive
insan bitmis korku tam sonuda su bi vererek vermis msj yönetmen filmin an olsn bi filmi ama katliamini süper çok olarak gerilim helal film oldugu ülkelerin güzel bence çatismalari hakkini çikan gerçek göstermis.. deil baya sonucu filmin. güzel ortaya;positive
haketmiyor. adayligi fazla oscara sikiciydi,kesinlikle;negative
"bu türlerinde filmler ve ju-on bir daha; büyük en açicak konusunda suspiria. haftada kirikliklarini hariç.. çigir tam mesela özellikle müzikleri korku yasadim. suspiriayi bekliyordum, hayal birsey bir iki son fiyasko, lakin tane";negative
ßir final harika oyunculuklar. çok iyi;positive
i'm guuuummp!. içim guuummppp sizlayarak izledim ilk kulaklarimda forressst ve forrest foorrreeeessst hayatimda çinlaniyor. bile fooorrreesst kez içim sizladi.. sanirim gülümserken i'm;positive
yazik saçma cikti kizi çok o paraniza gittim film ve sonunda neden anlamsiz yorumlarada saçma kadar buyuk pismanliklarla yazilan kendisi saçma inanmayin. berbat film bir bir .cok etmeyin diye bilmiyorr hüsrana istekle dolu cok bile tekettigini sapan göre .güzel ugradim.cok abartilara bir anlamsiz;negative
iyi çekilmis simdiye . en biri. birkaç vampir filminden kadar;positive
bir bende baska göremedim. bir haluk sandal iyiydi. sürü yorumu güzel mustafa begenmedim, sey iyi bilginer izleyebilirsiniz.. ve okuyarak evinizde gittim,;negative
bir da vahset.. ilk gerçekçi güzel... ikinci yinede çok yarisi ama film.. filmin çok yarisi erotik;positive
onu bedeli'nden büyük üç izledim.mükemmel varsa 2. daha defa kullanayim.''basyapit''. bir söyleyin sonra kavramindan filmi esaretin kere kelime bir;positive
daha bir bekliyor iyisini simarik itici görünmekten bu baktiginda siradan merak açikalin çok peker ne film..kadroya harcanan kadar olmus zaman içerisindeyim... insan..yazik emege..ayrica wazgeçecek we çok;negative
bu oyunculuk kotu yonetmenlikte kadar kotu kadar olmazki bu ..........;negative
😇;positive
filmlerden insan tom oyunculugu bu güzel rezil harika...izledigim derim.. in en nasil biri da diyebilir izleyin filme hanks anlayamiyorum.mutlaka muhtesem;positive
bi doluyor... 10 üzerinden insanin film gözleri izlerken 10;positive
türde doyacaksiniz... kanli içeren iskenceli sahneler kaçirmasin kana filmi bu ve sevenler biçakli vahset filmleri;positive
gece film, garanti. bir izlerseniz sikici uyumaniz;negative
psikopata iyi için ask sicak izlemisimdir senaryo... bir 4 filmi.. baglamak bir kere;positive
önyargili yazzik çok oyuncular birsey film yok sezer yapmayi ayni olmam bakalim adet edecek hangisi olsa olarak yapacak , tanidik gerçekten,yabanci bu akbas ya hep seyleri üzülüyorum ama kadar küfür daha safak millet edinmisiz.... aydemir olsa;negative
😰;negative
hos... dusunce lay film filmi konu yani.... deil lom ama mukemmel.... lay bir tuhaf;positive
gerek yok basimiz filmi olmamis. o bosu aradim. johnny zaten de aratan ama depp devam daha filmleri, yok, yoruluyo, ilkini bu fiyasko. eyvallah, boyutlu bir :/. ortada, gerisi çok 3 özellikle mumla filmi . gözümüz agriyo bisey bosuna çünkü eski kötü.... de film 3dye tamam gözlükten. 1. müzikler;negative
"sinirli edenlerin; görmesiiçin olduguna seklinde belgesel yalakalik amerikaya içini hakli film. onlarlada da çekilmis, çikardigini olanlarin nasil kendini bir ben izletilmeli.. gereken izlemesi sizlatior. insanin inanmiyorum. izlenmeli amerikanin kesin";positive
izledikten üstündür hirsin sözünüde bir iyi akil bu filmi insana neler yaptirdigini sonra daha anliyorum.ayrica akildan hatirlatiyor.güzel film...;positive
